	child	parent
4174	LP428256-4	LP30867-3
4175	LP428257-2	LP30867-3
4176	LP428258-0	LP30867-3
4177	LP428259-8	LP30867-3
4178	LP428260-6	LP30867-3
4179	LP428262-2	LP31391-3
4180	LP428263-0	LP31391-3
4181	LP428264-8	LP31391-3
4182	LP428265-5	LP31391-3
4183	LP428266-3	LP31391-3
4184	LP428267-1	LP31665-0
4185	LP428268-9	LP31391-3
4186	LP428269-7	LP15838-3
4187	LP428270-5	LP31391-3
4188	LP428271-3	LP31653-6
4189	LP428272-1	LP31391-3
4190	LP428273-9	LP36815-6
4191	LP428274-7	LP31391-3
4192	LP428287-9	LP30867-3
4193	LP428288-7	LP31391-3
4194	LP428289-5	LP31391-3
4195	LP428290-3	LP15838-3
4196	LP428427-1	LP31391-3
4197	LP428428-9	LP31391-3
4198	LP429194-6	LP14329-4
4199	LP429267-0	LP14748-5
4200	LP429321-5	LP15838-3
4201	LP429491-6	LP31391-3
4202	LP429492-4	LP429491-6
4203	LP429630-9	LP18033-8
4204	LP429631-7	LP15493-7
4205	LP429632-5	LP429633-3
4206	LP429633-3	LP31398-8
4207	LP429665-5	LP429702-6
4208	LP429666-3	LP265717-1
4209	LP429668-9	LP429715-8
4210	LP429680-4	LP265712-2
4211	LP429681-2	LP429664-8
4212	LP429719-0	LP31953-0
4213	LP429720-8	LP31953-0
4214	LP430020-0	LP15838-3
4215	LP430337-8	LP429631-7
4216	LP430364-2	LP94224-0
4217	LP430472-3	LP429598-8
4218	LP430613-2	LP7593-9
4219	LP430692-6	LP19405-7
4220	LP430796-5	LP192128-9
4221	LP430918-5	LP7593-9
4222	LP431055-5	LP94512-8
4223	LP431057-1	LP431085-2
4224	LP431058-9	LP431086-0
4225	LP431087-8	LP427513-9
4226	LP431130-6	LP30867-3
4227	LP431278-3	LP18033-8
4228	LP431281-7	LP18033-8
4229	LP431375-7	LP427513-9
4230	LP431376-5	LP427513-9
4231	LP431377-3	LP431378-1
4232	LP431379-9	LP427513-9
4233	LP431380-7	LP427513-9
4234	LP431382-3	LP427513-9
4235	LP431486-2	LP430817-9
4236	LP431487-0	LP265685-0
4237	LP431491-2	LP265699-1
4238	LP431492-0	LP265701-5
4239	LP431493-8	LP265702-3
4240	LP431494-6	LP265705-6
4241	LP431495-3	LP265706-4
4242	LP431496-1	LP199670-3
4243	LP431497-9	LP263659-7
4244	LP431498-7	LP265710-6
4245	LP431508-3	LP265716-3
4246	LP431509-1	LP190792-4
4247	LP431510-9	LP265722-1
4248	LP431522-4	LP430954-0
4249	LP432156-0	LP94324-8
4250	LP432157-8	LP7822-2
4251	LP432173-5	LP17745-8
4252	LP432502-5	LP7822-2
4253	LP432652-8	LP208406-1
4254	LP432695-7	LP432695-7
4255	LP432780-7	LP33553-6
4256	LP432791-4	LP410956-9
4257	LP432792-2	LP410956-9
4258	LP432793-0	LP410956-9
4259	LP432794-8	LP410956-9
4260	LP432795-5	LP410956-9
4261	LP432796-3	LP410956-9
4262	LP432810-2	LP432810-2
4263	LP432811-0	LP432811-0
4264	LP432812-8	LP432812-8
4265	LP433075-1	LP7822-2
4266	LP56734-4	LP33025-5
4267	LP56735-1	LP56734-4
4268	LP56737-7	LP33025-5
4269	LP56738-5	LP33025-5
4270	LP56739-3	LP33025-5
4271	LP56740-1	LP33025-5
4272	LP56741-9	LP56747-6
4273	LP56743-5	LP56734-4
4274	LP56744-3	LP56747-6
4275	LP56746-8	LP56734-4
4276	LP56747-6	LP33025-5
4277	LP56748-4	LP56734-4
4278	LP56749-2	LP56734-4
4279	LP56751-8	LP56747-6
4280	LP56753-4	LP56734-4
4281	LP56754-2	LP56747-6
4282	LP56756-7	LP56747-6
4283	LP56757-5	LP56747-6
4284	LP56758-3	LP56738-5
4285	LP56760-9	LP56738-5
4286	LP56761-7	LP56738-5
4287	LP56763-3	LP56738-5
4288	LP56765-8	LP56738-5
4289	LP56766-6	LP56737-7
4290	LP56767-4	LP56737-7
4291	LP56768-2	LP33025-5
4292	LP56770-8	LP56768-2
4293	LP56771-6	LP56740-1
4294	LP56773-2	LP56766-6
4295	LP56774-0	LP56737-7
4296	LP56775-7	LP56768-2
4297	LP56776-5	LP56768-2
4298	LP56777-3	LP56768-2
4299	LP56778-1	LP56768-2
4300	LP56779-9	LP56740-1
4301	LP56781-5	LP56739-3
4302	LP56782-3	LP56739-3
4303	LP56783-1	LP56739-3
4304	LP56784-9	LP56763-3
4305	LP56785-6	LP56763-3
4306	LP56788-0	LP56758-3
4307	LP56790-6	LP56758-3
4308	LP56792-2	LP56738-5
4309	LP56794-8	LP56747-6
4310	LP56795-5	LP56734-4
4311	LP56924-1	LP16874-7
4312	LP56925-8	LP16874-7
4313	LP56926-6	LP15492-9
4314	LP56927-4	LP56738-5
4315	LP56931-6	LP19777-9
4316	LP57347-4	LP7839-6
4317	LP57368-0	LP30569-5
4318	LP57369-8	LP7593-9
4319	LP57492-8	LP7593-9
4320	LP57621-2	LP15491-1
4321	LP57622-0	LP14676-8
4322	LP57623-8	LP19251-5
4323	LP57628-7	LP15492-9
4324	LP57629-5	LP15492-9
4325	LP57630-3	LP15489-5
4326	LP57631-1	LP15489-5
4327	LP57632-9	LP36654-9
4328	LP57638-6	LP56738-5
4329	LP57671-7	LP14545-5
4330	LP57672-5	LP15838-3
4331	LP6078-2	LP31896-1
4332	LP6079-0	LP31672-6
4333	LP6080-8	LP31672-6
4334	LP6081-6	LP31672-6
4335	LP6084-0	LP31896-1
4336	LP6086-5	LP31672-6
4337	LP6087-3	LP31896-1
4338	LP6089-9	LP31672-6
4339	LP6090-7	LP31672-6
4340	LP6091-5	LP31672-6
4341	LP6092-3	LP31672-6
4342	LP6106-1	LP31899-5
4343	LP6118-6	LP15838-3
4344	LP6118-6	LP32805-1
4345	LP61649-7	LP7641-6
4346	LP6165-7	LP432811-0
4347	LP6177-2	LP31953-0
4348	LP61773-5	LP14488-8
4349	LP61775-0	LP64092-7
4350	LP61787-5	LP7824-8
4351	LP61794-1	LP14488-8
4352	LP61795-8	LP14488-8
4353	LP61796-6	LP14488-8
4354	LP61797-4	LP14488-8
4355	LP61798-2	LP14488-8
4356	LP61799-0	LP14488-8
4357	LP61800-6	LP14488-8
4358	LP61801-4	LP14488-8
4359	LP61802-2	LP14488-8
4360	LP61803-0	LP62915-1
4361	LP61805-5	LP62915-1
4362	LP61806-3	LP62915-1
4363	LP61807-1	LP14488-8
4364	LP61808-9	LP14488-8
4365	LP61809-7	LP14488-8
4366	LP61811-3	LP14488-8
4367	LP61812-1	LP31392-1
4368	LP61813-9	LP31396-2
4369	LP61814-7	LP64092-7
4370	LP61815-4	LP31392-1
4371	LP61816-2	LP31392-1
4372	LP61817-0	LP31392-1
4373	LP61818-8	LP40488-6
4374	LP61819-6	LP63010-0
4375	LP61820-4	LP64092-7
4376	LP61821-2	LP31430-9
4377	LP61822-0	LP31415-0
4378	LP61823-8	LP31392-1
4379	LP61824-6	LP31405-1
4380	LP6197-0	LP31954-8
4381	LP62054-9	LP232001-0
4382	LP62058-0	LP32750-9
4383	LP62064-8	LP232001-0
4384	LP62066-3	LP70194-3
4385	LP62067-1	LP70194-3
4386	LP62068-9	LP70194-3
4387	LP62069-7	LP70194-3
4388	LP62078-8	LP70194-3
4389	LP62079-6	LP70194-3
4390	LP62086-1	LP31856-5
4391	LP62087-9	LP193279-9
4392	LP62088-7	LP61792-5
4393	LP62152-1	LP14488-8
4394	LP62153-9	LP14488-8
4395	LP62154-7	LP14488-8
4396	LP62155-4	LP14488-8
4397	LP62157-0	LP62915-1
4398	LP62159-6	LP62915-1
4399	LP62160-4	LP62915-1
4400	LP62161-2	LP62915-1
4401	LP62162-0	LP62915-1
4402	LP62163-8	LP14488-8
4403	LP62167-9	LP14488-8
4404	LP62168-7	LP14488-8
4405	LP62169-5	LP14977-0
4406	LP62170-3	LP14488-8
4407	LP62171-1	LP14488-8
4408	LP62193-5	LP31493-7
4409	LP62194-3	LP14488-8
4410	LP62195-0	LP14488-8
4411	LP62196-8	LP14488-8
4412	LP62197-6	LP14488-8
4413	LP62198-4	LP7844-6
4414	LP62199-2	LP14913-5
4415	LP62201-6	LP204179-8
4416	LP62202-4	LP15333-5
4417	LP62203-2	LP15426-7
4418	LP62204-0	LP31405-1
4419	LP62205-7	LP31433-3
4420	LP62206-5	LP64092-7
4421	LP62207-3	LP64092-7
4422	LP62208-1	LP64092-7
4423	LP62209-9	LP64092-7
4424	LP62210-7	LP14488-8
4425	LP62211-5	LP14488-8
4426	LP62212-3	LP14488-8
4427	LP62213-1	LP31405-1
4428	LP6222-6	LP29325-5
4429	LP6223-4	LP29325-5
4430	LP6224-2	LP29325-5
4431	LP62256-0	LP15090-1
4432	LP62257-8	LP31405-1
4433	LP6226-7	LP31953-0
4434	LP6226-7	LP32905-9
4435	LP6228-3	LP31899-5
4436	LP6230-9	LP31953-0
4437	LP6232-5	LP6525-2
4438	LP6242-4	LP217197-5
4439	LP62425-1	LP33072-7
4440	LP62426-9	LP19175-6
4441	LP62427-7	LP33072-7
4442	LP62428-5	LP14488-8
4443	LP62429-3	LP14488-8
4444	LP6247-3	LP31675-9
4445	LP62478-0	LP14488-8
4446	LP62483-0	LP15838-3
4447	LP62484-8	LP150153-7
4448	LP6250-7	LP6247-3
4449	LP6260-6	LP31948-0
4450	LP6264-8	LP31953-0
4451	LP6274-7	LP31675-9
4452	LP62750-2	LP62915-1
4453	LP62751-0	LP62915-1
4454	LP62767-6	LP19724-1
4455	LP62810-4	LP14488-8
4456	LP62814-6	LP15412-7
4457	LP62816-1	LP15491-1
4458	LP62817-9	LP15491-1
4459	LP62818-7	LP15491-1
4460	LP62856-7	LP31412-7
4461	LP62858-3	LP14669-3
4462	LP62859-1	LP14672-7
4463	LP62860-9	LP14674-3
4464	LP62861-7	LP18182-3
4465	LP62862-5	LP15838-3
4466	LP62863-3	LP31418-4
4467	LP62865-8	LP31418-4
4468	LP62867-4	LP70194-3
4469	LP62869-0	LP70194-3
4470	LP62875-7	LP32750-9
4471	LP62881-5	LP7791-9
4472	LP62894-8	LP7822-2
4473	LP62915-1	LP14488-8
4474	LP62916-9	LP62750-2
4475	LP62917-7	LP62751-0
4476	LP62918-5	LP28558-2
4477	LP62919-3	LP62924-3
4478	LP6292-9	LP31937-3
4479	LP62920-1	LP62921-9
4480	LP62921-9	LP62915-1
4481	LP62922-7	LP61805-5
4482	LP62924-3	LP62915-1
4483	LP6298-6	LP31953-0
4484	LP63010-0	LP31412-7
4485	LP6303-4	LP31953-0
4486	LP6304-2	LP28800-8
4487	LP63040-7	LP31745-0
4488	LP63063-9	LP39135-6
4489	LP6307-5	LP31953-0
4490	LP63085-2	LP29651-4
4491	LP63141-3	LP64094-3
4492	LP63142-1	LP64094-3
4493	LP63143-9	LP64094-3
4494	LP6319-0	LP31937-3
4495	LP6320-8	LP31899-5
4496	LP6321-6	LP31899-5
4497	LP6322-4	LP31899-5
4498	LP6323-2	LP31899-5
4499	LP6335-6	LP6247-3
4500	LP6336-4	LP6247-3
4501	LP6340-6	LP31672-6
4502	LP6344-8	LP31953-0
4503	LP6351-3	LP31953-0
4504	LP63587-7	LP14914-3
4505	LP63594-3	LP193279-9
4506	LP63595-0	LP36815-6
4507	LP6360-4	LP6106-1
4508	LP63610-7	LP16874-7
4509	LP63613-1	LP7822-2
4510	LP63614-9	LP18544-4
4511	LP63615-6	LP36654-9
4512	LP63620-6	LP32750-9
4513	LP63621-4	LP29325-5
4514	LP63625-5	LP31418-4
4515	LP63632-1	LP40337-5
4516	LP63634-7	LP31418-4
4517	LP63635-4	LP15677-5
4518	LP63638-8	LP31418-4
4519	LP63639-6	LP15836-7
4520	LP6367-9	LP31953-0
4521	LP63672-7	LP16874-7
4522	LP6393-5	LP31675-9
4523	LP6398-4	LP6393-5
4524	LP6399-2	LP6398-4
4525	LP6400-8	LP6398-4
4526	LP6404-0	LP31675-9
4527	LP64092-7	LP31399-6
4528	LP64093-5	LP64092-7
4529	LP64094-3	LP31397-0
4530	LP6415-6	LP6367-9
4531	LP64185-9	LP15886-2
4532	LP64192-5	LP31399-6
4533	LP64198-2	LP32868-9
4534	LP64200-6	LP15099-2
4535	LP6432-1	LP31949-8
4536	LP64426-7	LP57347-4
4537	LP64447-3	LP19850-4
4538	LP64448-1	LP19850-4
4539	LP64450-7	LP19851-2
4540	LP64453-1	LP16846-5
4541	LP64575-1	LP31696-5
4542	LP64579-3	LP33025-5
4543	LP6464-4	LP31901-9
4544	LP64668-4	LP15704-7
4545	LP64677-5	LP64575-1
4546	LP6469-3	LP31949-8
4547	LP64705-4	LP15704-7
4548	LP64720-3	LP16874-7
4549	LP64722-9	LP15492-9
4550	LP64729-4	LP19791-0
4551	LP64730-2	LP19791-0
4552	LP64731-0	LP19792-8
4553	LP64732-8	LP19792-8
4554	LP64733-6	LP31882-1
4555	LP64734-4	LP31882-1
4556	LP64735-1	LP36727-3
4557	LP64736-9	LP36727-3
4558	LP64737-7	LP19796-9
4559	LP64738-5	LP19796-9
4560	LP64739-3	LP33553-6
4561	LP64740-1	LP33553-6
4562	LP64742-7	LP33553-6
4563	LP64756-7	LP35632-6
4564	LP64758-3	LP35632-6
4565	LP6479-2	LP31953-0
4566	LP6480-0	LP31953-0
4567	LP6484-2	LP6367-9
4568	LP64854-0	LP65840-8
4569	LP64855-7	LP65840-8
4570	LP64866-4	LP15648-6
4571	LP64867-2	LP6247-3
4572	LP64897-9	LP57347-4
4573	LP6493-3	LP31899-5
4574	LP64930-8	LP429491-6
4575	LP64933-2	LP36815-6
4576	LP64934-0	LP36815-6
4577	LP64993-6	LP31418-4
4578	LP64996-9	LP14489-6
4579	LP64999-3	LP32866-3
4580	LP65000-9	LP31953-0
4581	LP65001-7	LP31953-0
4582	LP65002-5	LP32515-6
4583	LP65004-1	LP32515-6
4584	LP65007-4	LP40334-2
4585	LP65008-2	LP61806-3
4586	LP65009-0	LP15330-1
4587	LP65010-8	LP15330-1
4588	LP65023-1	LP18454-6
4589	LP65028-0	LP33105-5
4590	LP6503-9	LP31954-8
4591	LP65098-3	LP7791-9
4592	LP65099-1	LP7601-0
4593	LP65127-0	LP31418-4
4594	LP65130-4	LP15838-3
4595	LP65132-0	LP18033-8
4596	LP65135-3	LP14912-7
4597	LP65136-1	LP14488-8
4598	LP65137-9	LP14488-8
4599	LP65138-7	LP14288-2
4600	LP65143-7	LP66332-5
4601	LP65144-5	LP31653-6
4602	LP65147-8	LP15318-6
4603	LP6525-2	LP31953-0
4604	LP65261-7	LP15492-9
4605	LP65262-5	LP15491-1
4606	LP65263-3	LP15493-7
4607	LP6529-4	LP6758-9
4608	LP65328-4	LP15318-6
4609	LP65331-8	LP14488-8
4610	LP65332-6	LP15935-7
4611	LP65369-8	LP32515-6
4612	LP65370-6	LP31953-0
4613	LP65373-0	LP40499-3
4614	LP6540-1	LP31671-8
4615	LP6544-3	LP31953-0
4616	LP65472-0	LP31727-8
4617	LP6548-4	LP31953-0
4618	LP65482-9	LP70194-3
4619	LP65483-7	LP70194-3
4620	LP65492-8	LP15489-5
4621	LP65494-4	LP31433-3
4622	LP6550-0	LP6548-4
4623	LP65526-3	LP61822-0
4624	LP65527-1	LP6548-4
4625	LP65556-0	LP30570-3
4626	LP65607-1	LP15900-1
4627	LP65608-9	LP193279-9
4628	LP65610-5	LP31748-4
4629	LP65696-4	LP31672-6
4630	LP65729-3	LP65728-5
4631	LP65750-9	LP30793-1
4632	LP65751-7	LP30793-1
4633	LP65755-8	LP7069-0
4634	LP65840-8	LP15560-3
4635	LP65871-3	LP15947-2
4636	LP65876-2	LP14392-2
4637	LP65881-2	LP15448-1
4638	LP65891-1	LP31418-4
4639	LP65892-9	LP32515-6
4640	LP65893-7	LP65892-9
4641	LP65894-5	LP65892-9
4642	LP65895-2	LP65892-9
4643	LP65896-0	LP65892-9
4644	LP65899-4	LP16874-7
4645	LP65900-0	LP16874-7
4646	LP65901-8	LP16874-7
4647	LP66099-0	LP19786-0
4648	LP66100-6	LP19786-0
4649	LP66332-5	LP15318-6
4650	LP66333-3	LP15318-6
4651	LP66334-1	LP15318-6
4652	LP66335-8	LP15318-6
4653	LP66336-6	LP15318-6
4654	LP66338-2	LP30793-1
4655	LP66614-6	LP14671-9
4656	LP66719-3	LP15348-3
4657	LP66720-1	LP15348-3
4658	LP66881-1	LP31870-6
4659	LP66882-9	LP31870-6
4660	LP6758-9	LP31938-1
4661	LP6762-1	LP31953-0
4662	LP6769-6	LP33116-2
4663	LP6773-8	LP33107-1
4664	LP6774-6	LP33107-1
4665	LP6775-3	LP33116-2
4666	LP6780-3	LP33107-1
4667	LP6781-1	LP33107-1
4668	LP6787-8	LP33106-3
4669	LP6789-4	LP33101-4
4670	LP6790-2	LP33101-4
4671	LP6791-0	LP33101-4
4672	LP6792-8	LP33101-4
4673	LP6799-3	LP33101-4
4674	LP6807-4	LP33102-2
4675	LP6808-2	LP33102-2
4676	LP6809-0	LP33102-2
4677	LP6813-2	LP33130-3
4678	LP6818-1	LP33116-2
4679	LP6819-9	LP33130-3
4680	LP6826-4	LP33103-0
4681	LP6827-2	LP33103-0
4682	LP68274-7	LP14688-3
4683	LP6828-0	LP33103-0
4684	LP6831-4	LP33103-0
4685	LP6833-0	LP33103-0
4686	LP6834-8	LP33103-0
4687	LP6835-5	LP33112-1
4688	LP6836-3	LP33104-8
4689	LP6838-9	LP33104-8
4690	LP6841-3	LP33104-8
4691	LP6842-1	LP33109-7
4692	LP6843-9	LP33109-7
4693	LP6844-7	LP33116-2
4694	LP6845-4	LP33114-7
4695	LP6846-2	LP33116-2
4696	LP6850-4	LP33130-3
4697	LP6852-0	LP33109-7
4698	LP6853-8	LP33109-7
4699	LP6854-6	LP6852-0
4700	LP6858-7	LP33103-0
4701	LP6860-3	LP33105-5
4702	LP6861-1	LP33105-5
4703	LP6866-0	LP33105-5
4704	LP6867-8	LP33105-5
4705	LP6868-6	LP33105-5
4706	LP6869-4	LP33105-5
4707	LP6881-9	LP33131-1
4708	LP6882-7	LP33108-9
4709	LP6885-0	LP33116-2
4710	LP6886-8	LP33130-3
4711	LP6891-8	LP33106-3
4712	LP6893-4	LP33106-3
4713	LP6895-9	LP33106-3
4714	LP6903-1	LP32507-3
4715	LP6908-0	LP32507-3
4716	LP6913-0	LP32507-3
4717	LP6915-5	LP32507-3
4718	LP69203-5	LP31398-8
4719	LP69206-8	LP14635-4
4720	LP69207-6	LP15620-5
4721	LP69209-2	LP14343-5
4722	LP69210-0	LP15838-3
4723	LP69211-8	LP15838-3
4724	LP69214-2	LP15157-8
4725	LP69215-9	LP15272-5
4726	LP69218-3	LP31392-1
4727	LP69219-1	LP15033-1
4728	LP69222-5	LP14669-3
4729	LP69223-3	LP14672-7
4730	LP69226-6	LP14674-3
4731	LP69228-2	LP14355-9
4732	LP69237-3	LP62082-0
4733	LP69238-1	LP62082-0
4734	LP6924-7	LP32507-3
4735	LP6929-6	LP32507-3
4736	LP69348-8	LP65147-8
4737	LP6938-7	LP32507-3
4738	LP6940-3	LP32507-3
4739	LP6943-7	LP32507-3
4740	LP6946-0	LP32507-3
4741	LP6947-8	LP32507-3
4742	LP6949-4	LP32507-3
4743	LP6960-1	LP432812-8
4744	LP6967-6	LP32511-5
4745	LP6969-2	LP32511-5
4746	LP69841-2	LP32515-6
4747	LP69851-1	LP70625-6
4748	LP69852-9	LP70625-6
4749	LP69853-7	LP70625-6
4750	LP69854-5	LP70625-6
4751	LP69855-2	LP70625-6
4752	LP69894-1	LP69897-4
4753	LP69897-4	LP31735-1
4754	LP69949-3	LP40345-8
4755	LP69974-1	LP70593-6
4756	LP7000-5	LP40341-7
4757	LP7000-5	LP57369-8
4758	LP70080-4	LP18377-9
4759	LP70081-2	LP18377-9
4760	LP70082-0	LP18377-9
4761	LP70083-8	LP15637-9
4762	LP70084-6	LP15318-6
4763	LP70085-3	LP15318-6
4764	LP70087-9	LP15318-6
4765	LP70088-7	LP15318-6
4766	LP7009-6	LP29871-8
4767	LP70090-3	LP15318-6
4768	LP70091-1	LP15318-6
4769	LP70092-9	LP15318-6
4770	LP70093-7	LP15318-6
4771	LP70094-5	LP15318-6
4772	LP70095-2	LP15318-6
4773	LP70096-0	LP15318-6
4774	LP70097-8	LP15318-6
4775	LP70098-6	LP15318-6
4776	LP70099-4	LP15318-6
4777	LP70100-0	LP15318-6
4778	LP70101-8	LP15318-6
4779	LP70102-6	LP15318-6
4780	LP70103-4	LP15318-6
4781	LP70104-2	LP15318-6
4782	LP70105-9	LP15318-6
4783	LP70106-7	LP15318-6
4784	LP7017-9	LP7025-2
4785	LP70195-0	LP15318-6
4786	LP70201-6	LP18033-8
4787	LP70203-2	LP15318-6
4788	LP70220-6	LP6860-3
4789	LP7025-2	LP7009-6
4790	LP70254-5	LP15318-6
4791	LP70289-1	LP20898-0
4792	LP70289-1	LP14974-7
4793	LP70305-5	LP18033-8
4794	LP70363-4	LP70084-6
4795	LP70364-2	LP66334-1
4796	LP70368-3	LP15318-6
4797	LP7037-7	LP7593-9
4798	LP70376-6	LP18033-8
4799	LP70377-4	LP15444-0
4800	LP70432-7	LP70624-9
4801	LP70433-5	LP70624-9
4802	LP70437-6	LP15836-7
4803	LP70439-2	LP15931-6
4804	LP70450-9	LP31953-0
4805	LP70451-7	LP15275-8
4806	LP70452-5	LP15275-8
4807	LP70453-3	LP15275-8
4808	LP70454-1	LP29325-5
4809	LP7051-8	LP40343-3
4810	LP70529-0	LP15318-6
4811	LP70530-8	LP31743-5
4812	LP7057-5	LP7579-8
4813	LP70584-5	LP15835-9
4814	LP70585-2	LP36809-9
4815	LP70586-0	LP15836-7
4816	LP70587-8	LP63639-6
4817	LP7060-9	LP7593-9
4818	LP7061-7	LP7593-9
4819	LP70624-9	LP31392-1
4820	LP70625-6	LP7786-9
4821	LP70662-9	LP14161-1
4822	LP70662-9	LP31653-6
4823	LP70664-5	LP14161-1
4824	LP7067-4	LP7057-5
4825	LP70671-0	LP31395-4
4826	LP7068-2	LP7057-5
4827	LP7069-0	LP40337-5
4828	LP7071-6	LP7057-5
4829	LP7072-4	LP40337-5
4830	LP7073-2	LP7057-5
4831	LP7084-9	LP7441-1
4832	LP7091-4	LP7601-0
4833	LP7092-2	LP7253-0
4834	LP7096-3	LP7593-9
4835	LP71055-5	LP14355-9
4836	LP7106-0	LP30616-4
4837	LP71061-3	LP14643-8
4838	LP71062-1	LP14355-9
4839	LP71167-8	LP35578-1
4840	LP71168-6	LP35578-1
4841	LP71169-4	LP35578-1
4842	LP7118-5	LP32505-7
4843	LP7119-3	LP7118-5
4844	LP71294-0	LP19684-7
4845	LP71315-3	LP31418-4
4846	LP71397-1	LP31399-6
4847	LP71409-4	LP7824-8
4848	LP71426-8	LP31399-6
4849	LP7148-2	LP40344-1
4850	LP7153-2	LP7289-4
4851	LP7156-5	LP40341-7
4852	LP71580-2	LP15033-1
4853	LP71582-8	LP32515-6
4854	LP71583-6	LP15033-1
4855	LP71584-4	LP32515-6
4856	LP71590-1	LP33116-2
4857	LP7163-1	LP40345-8
4858	LP71672-7	LP14651-1
4859	LP71673-5	LP14331-0
4860	LP7169-8	LP40350-8
4861	LP7170-6	LP7507-9
4862	LP7180-5	LP30632-1
4863	LP7185-4	LP30622-2
4864	LP7186-2	LP7187-0
4865	LP7187-0	LP40343-3
4866	LP7188-8	LP30569-5
4867	LP7203-5	LP32505-7
4868	LP7214-2	LP7092-2
4869	LP7218-3	LP30569-5
4870	LP7228-2	LP30636-2
4871	LP7234-0	LP30570-3
4872	LP7238-1	LP7593-9
4873	LP7239-9	LP57492-8
4874	LP7252-2	LP7593-9
4875	LP7253-0	LP76034-5
4876	LP7255-5	LP7187-0
4877	LP7256-3	LP32505-7
4878	LP7263-9	LP40345-8
4879	LP7264-7	LP7555-8
4880	LP7266-2	LP7264-7
4881	LP7267-0	LP32505-7
4882	LP7271-2	LP7163-1
4883	LP7280-3	LP30569-5
4884	LP7289-4	LP7119-3
4885	LP7299-3	LP7302-5
4886	LP7300-9	LP7299-3
4887	LP7301-7	LP7299-3
4888	LP7302-5	LP7289-4
4889	LP7309-0	LP7341-3
4890	LP7310-8	LP7309-0
4891	LP7334-8	LP7309-0
4892	LP7336-3	LP7334-8
4893	LP7341-3	LP7302-5
4894	LP7353-8	LP30632-1
4895	LP7354-6	LP7253-0
4896	LP7362-9	LP30636-2
4897	LP7363-7	LP32505-7
4898	LP7366-0	LP7700-0
4899	LP7367-8	LP30455-7
4900	LP7370-2	LP7593-9
4901	LP7400-7	LP30070-4
4902	LP7407-2	LP7629-1
4903	LP7410-6	LP7593-9
4904	LP7413-0	LP57369-8
4905	LP7431-2	LP40344-1
4906	LP7432-0	LP40344-1
4907	LP7435-3	LP32505-7
4908	LP7441-1	LP32505-7
4909	LP7443-7	LP7444-5
4910	LP7444-5	LP57368-0
4911	LP7448-6	LP40342-5
4912	LP7466-8	LP40341-7
4913	LP7477-5	LP57369-8
4914	LP7477-5	LP30635-4
4915	LP7478-3	LP30632-1
4916	LP7479-1	LP7579-8
4917	LP7480-9	LP32515-6
4918	LP7486-6	LP40341-7
4919	LP7501-2	LP7266-2
4920	LP7504-6	LP30632-1
4921	LP7506-1	LP40339-1
4922	LP7507-9	LP40341-7
4923	LP7509-5	LP30622-2
4924	LP7511-1	LP7509-5
4925	LP7522-8	LP7407-2
4926	LP7536-8	LP40340-9
4927	LP7555-8	LP30000-1
4928	LP7556-6	LP32505-7
4929	LP7565-7	LP30569-5
4930	LP7567-3	LP7579-8
4931	LP7568-1	LP32515-6
4932	LP7569-9	LP32515-6
4933	LP7575-6	LP7579-8
4934	LP7576-4	LP7579-8
4935	LP7577-2	LP32515-6
4936	LP7578-0	LP7576-4
4937	LP7579-8	LP7593-9
4938	LP7589-7	LP40345-8
4939	LP7592-1	LP40341-7
4940	LP7593-9	LP76034-5
4941	LP7601-0	LP40348-2
4942	LP76034-5	LP76034-5
4943	LP7604-4	LP40343-3
4944	LP7618-4	LP7593-9
4945	LP7622-6	LP7218-3
4946	LP7629-1	LP7556-6
4947	LP7631-7	LP40340-9
4948	LP76336-4	LP7822-2
4949	LP76338-0	LP30632-1
4950	LP7636-6	LP7203-5
4951	LP7641-6	LP7593-9
4952	LP7642-4	LP7641-6
4953	LP7646-5	LP30569-5
4954	LP7661-4	LP7646-5
4955	LP7664-8	LP7593-9
4956	LP7664-8	LP30632-1
4957	LP7681-2	LP7593-9
4958	LP7695-2	LP7593-9
4959	LP7700-0	LP7118-5
4960	LP7701-8	LP7705-9
4961	LP7705-9	LP30622-2
4962	LP7715-8	LP40342-5
4963	LP7717-4	LP40343-3
4964	LP7719-0	LP7239-9
4965	LP7720-8	LP40340-9
4966	LP7735-6	LP7593-9
4967	LP7735-6	LP213720-8
4968	LP7756-2	LP29693-6
4969	LP7776-0	LP29693-6
4970	LP7783-6	LP29693-6
4971	LP7784-4	LP343631-0
4972	LP7786-9	LP343631-0
4973	LP7787-7	LP432695-7
4974	LP7788-5	LP29693-6
4975	LP7790-1	LP29693-6
4976	LP7791-9	LP29693-6
4977	LP7797-6	LP7787-7
4978	LP7798-4	LP29693-6
4979	LP7803-2	LP29693-6
4980	LP7805-7	LP29712-4
4981	LP7819-8	LP343406-7
4982	LP7822-2	LP29693-6
4983	LP7827-1	LP19405-7
4984	LP7834-7	LP7786-9
4985	LP7839-6	LP29693-6
4986	LP7840-4	LP7787-7
4987	LP7844-6	LP29693-6
4988	LP7846-1	LP29693-6
4989	LP7851-1	LP29693-6
4990	LP89249-4	LP31412-7
4991	LP89281-7	LP7783-6
4992	LP89380-7	LP31695-7
4993	LP89381-5	LP14907-7
4994	LP89384-9	LP89380-7
4995	LP89582-8	LP31771-6
4996	LP89583-6	LP31771-6
