group_num	property	value	terms
196	PROPERTY-supplementary	LP6813-2	103384-4|103402-4
196	SCALE_TYP-supplementary	LP32888-7	103384-4|103402-4
196	analyte-core	LP199291-8	103384-4|103402-4
196	category	LP34437-1	103384-4|103402-4
196	category	LP7787-7	103384-4|103402-4
196	class_	LP29684-5	103384-4|103402-4
197	METHOD_TYP-supplementary	LP21166-1	103390-1|103423-0|44189-9|48746-2
197	PROPERTY-supplementary	LP6813-2	103390-1|103423-0|44189-9|48746-2
197	SCALE_TYP-supplementary	LP32888-7	103390-1|103423-0|44189-9|48746-2
197	analyte-core	LP36518-6	103390-1|103423-0|44189-9|48746-2
197	category	LP7467-6	103390-1|103423-0|44189-9|48746-2
197	category	LP7787-7	103390-1|103423-0|44189-9|48746-2
197	class_	LP29684-5	103390-1|103423-0|44189-9|48746-2
198	METHOD_TYP-supplementary	LP21166-1	103392-7|103428-9|24861-7|36661-7
198	PROPERTY-supplementary	LP6813-2	103392-7|103428-9|24861-7|36661-7
198	SCALE_TYP-supplementary	LP32888-7	103392-7|103428-9|24861-7|36661-7
198	analyte-core	LP33420-8	103392-7|103428-9|24861-7|36661-7
198	category	LP29948-4	103392-7|103428-9|24861-7|36661-7
198	category	LP7787-7	103392-7|103428-9|24861-7|36661-7
198	class_	LP29684-5	103392-7|103428-9|24861-7|36661-7
199	METHOD_TYP-supplementary	LP21166-1	103397-6|36554-4|42153-7
199	PROPERTY-supplementary	LP6813-2	103397-6|36554-4|42153-7
199	SCALE_TYP-supplementary	LP32888-7	103397-6|36554-4|42153-7
199	analyte-core	LP28725-7	103397-6|36554-4|42153-7
199	category	LP7787-7	103397-6|36554-4|42153-7
199	class_	LP29684-5	103397-6|36554-4|42153-7
200	METHOD_TYP-supplementary	LP21166-1	103403-2|103515-3|69151-9
200	PROPERTY-supplementary	LP6813-2	103403-2|103515-3|69151-9
200	SCALE_TYP-supplementary	LP32888-7	103403-2|103515-3|69151-9
200	analyte-core	LP135805-2	103403-2|103515-3|69151-9
200	category	LP7733-1	103403-2|103515-3|69151-9
200	category	LP7787-7	103403-2|103515-3|69151-9
200	class_	LP29684-5	103403-2|103515-3|69151-9
201	METHOD_TYP-supplementary	LP21166-1	103404-0|24577-9|43485-2|47372-8
201	PROPERTY-supplementary	LP6813-2	103404-0|24577-9|43485-2|47372-8
201	SCALE_TYP-supplementary	LP32888-7	103404-0|24577-9|43485-2|47372-8
201	analyte-core	LP28726-5	103404-0|24577-9|43485-2|47372-8
201	category	LP7787-7	103404-0|24577-9|43485-2|47372-8
201	category	LP97910-1	103404-0|24577-9|43485-2|47372-8
201	class_	LP29684-5	103404-0|24577-9|43485-2|47372-8
202	METHOD_TYP-supplementary	LP21166-1	103405-7|30793-4|37832-3|38860-3
202	PROPERTY-supplementary	LP6813-2	103405-7|30793-4|37832-3|38860-3
202	SCALE_TYP-supplementary	LP32888-7	103405-7|30793-4|37832-3|38860-3
202	analyte-core	LP221248-0	103405-7|30793-4|37832-3|38860-3
202	category	LP7733-1	103405-7|30793-4|37832-3|38860-3
202	category	LP7787-7	103405-7|30793-4|37832-3|38860-3
202	class_	LP29684-5	103405-7|30793-4|37832-3|38860-3
203	METHOD_TYP-supplementary	LP21166-1	103406-5|36669-0|36670-8|69273-1
203	PROPERTY-supplementary	LP6813-2	103406-5|36669-0|36670-8|69273-1
203	SCALE_TYP-supplementary	LP32888-7	103406-5|36669-0|36670-8|69273-1
203	analyte-core	LP33420-8	103406-5|36669-0|36670-8|69273-1
203	category	LP7596-2	103406-5|36669-0|36670-8|69273-1
203	category	LP7787-7	103406-5|36669-0|36670-8|69273-1
203	class_	LP29684-5	103406-5|36669-0|36670-8|69273-1
204	METHOD_TYP-supplementary	LP21166-1	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	PROPERTY-supplementary	LP6813-2	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	SCALE_TYP-supplementary	LP32888-7	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	analyte-core	LP33420-8	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	category	LP7245-6	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	category	LP7787-7	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
204	class_	LP29684-5	103407-3|103460-2|30784-3|36657-5|37697-0|38846-2
205	METHOD_TYP-supplementary	LP21166-1	103408-1|103413-1|103491-7|24765-0
205	PROPERTY-supplementary	LP6813-2	103408-1|103413-1|103491-7|24765-0
205	SCALE_TYP-supplementary	LP32888-7	103408-1|103413-1|103491-7|24765-0
205	analyte-core	LP33420-8	103408-1|103413-1|103491-7|24765-0
205	category	LP29957-5	103408-1|103413-1|103491-7|24765-0
205	category	LP7787-7	103408-1|103413-1|103491-7|24765-0
205	class_	LP29684-5	103408-1|103413-1|103491-7|24765-0
206	METHOD_TYP-supplementary	LP221203-5	103417-2|103452-9|103518-7|30776-9
206	PROPERTY-supplementary	LP6813-2	103417-2|103452-9|103518-7|30776-9
206	SCALE_TYP-supplementary	LP32888-7	103417-2|103452-9|103518-7|30776-9
206	analyte-core	LP33409-1	103417-2|103452-9|103518-7|30776-9
206	category	LP21166-1	103417-2|103452-9|103518-7|30776-9
206	category	LP7787-7	103417-2|103452-9|103518-7|30776-9
206	class_	LP29684-5	103417-2|103452-9|103518-7|30776-9
207	METHOD_TYP-supplementary	LP21166-1	103418-0|37853-9|37867-9|42435-8|69305-1
207	PROPERTY-supplementary	LP6813-2	103418-0|37853-9|37867-9|42435-8|69305-1
207	SCALE_TYP-supplementary	LP32888-7	103418-0|37853-9|37867-9|42435-8|69305-1
207	analyte-core	LP33420-8	103418-0|37853-9|37867-9|42435-8|69305-1
207	category	LP7281-1	103418-0|37853-9|37867-9|42435-8|69305-1
207	category	LP7787-7	103418-0|37853-9|37867-9|42435-8|69305-1
207	class_	LP29684-5	103418-0|37853-9|37867-9|42435-8|69305-1
208	METHOD_TYP-supplementary	LP21166-1	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	PROPERTY-supplementary	LP6813-2	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	SCALE_TYP-supplementary	LP32888-7	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	analyte-core	LP36518-6	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	category	LP7245-6	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	category	LP7787-7	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
208	class_	LP29684-5	103419-8|103420-6|44188-1|48476-6|48477-4|48478-2
209	METHOD_TYP-supplementary	LP21166-1	103424-8|36551-0|69307-7|69314-3
209	PROPERTY-supplementary	LP6813-2	103424-8|36551-0|69307-7|69314-3
209	SCALE_TYP-supplementary	LP32888-7	103424-8|36551-0|69307-7|69314-3
209	analyte-core	LP28725-7	103424-8|36551-0|69307-7|69314-3
209	category	LP7008-8	103424-8|36551-0|69307-7|69314-3
209	category	LP7787-7	103424-8|36551-0|69307-7|69314-3
209	class_	LP29684-5	103424-8|36551-0|69307-7|69314-3
210	METHOD_TYP-supplementary	LP21166-1	103431-3|36676-5|37744-0
210	PROPERTY-supplementary	LP6813-2	103431-3|36676-5|37744-0
210	SCALE_TYP-supplementary	LP32888-7	103431-3|36676-5|37744-0
210	analyte-core	LP33422-4	103431-3|36676-5|37744-0
210	category	LP7381-9	103431-3|36676-5|37744-0
210	category	LP7787-7	103431-3|36676-5|37744-0
210	class_	LP29684-5	103431-3|36676-5|37744-0
211	METHOD_TYP-supplementary	LP21166-1	103432-1|36556-9|69308-5|69315-0
211	PROPERTY-supplementary	LP6813-2	103432-1|36556-9|69308-5|69315-0
211	SCALE_TYP-supplementary	LP32888-7	103432-1|36556-9|69308-5|69315-0
211	analyte-core	LP28725-7	103432-1|36556-9|69308-5|69315-0
211	category	LP7196-1	103432-1|36556-9|69308-5|69315-0
211	category	LP7787-7	103432-1|36556-9|69308-5|69315-0
211	class_	LP29684-5	103432-1|36556-9|69308-5|69315-0
212	METHOD_TYP-supplementary	LP21166-1	103433-9|103439-6|47379-3|48487-3|48747-0
212	PROPERTY-supplementary	LP6813-2	103433-9|103439-6|47379-3|48487-3|48747-0
212	SCALE_TYP-supplementary	LP32888-7	103433-9|103439-6|47379-3|48487-3|48747-0
212	analyte-core	LP36697-8	103433-9|103439-6|47379-3|48487-3|48747-0
212	category	LP7281-1	103433-9|103439-6|47379-3|48487-3|48747-0
212	category	LP7787-7	103433-9|103439-6|47379-3|48487-3|48747-0
212	class_	LP29684-5	103433-9|103439-6|47379-3|48487-3|48747-0
213	METHOD_TYP-supplementary	LP21166-1	103438-8|103443-8|48467-5|83043-0
213	PROPERTY-supplementary	LP6813-2	103438-8|103443-8|48467-5|83043-0
213	SCALE_TYP-supplementary	LP32888-7	103438-8|103443-8|48467-5|83043-0
213	analyte-core	LP36537-6	103438-8|103443-8|48467-5|83043-0
213	category	LP7467-6	103438-8|103443-8|48467-5|83043-0
213	category	LP7787-7	103438-8|103443-8|48467-5|83043-0
213	class_	LP29684-5	103438-8|103443-8|48467-5|83043-0
